ID;Expedition;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Delay_or_OnTime_Y.N;Province_Code;
8202;JNE;Road;3;4;2872800;3;low;F;100548;5400;0;19;
8203;Ninja Express;Road;3;3;3662820;2;low;F;143640;5632;0;11;
8204;JNE;Road;4;3;3418632;2;low;F;14364;4051;0;33;
8205;SiCepat;Road;3;4;2341332;3;medium;M;71820;5088;1;6;
8206;TIKI;Road;4;5;2542428;3;medium;M;100548;4031;1;13;
8207;J&T;Road;4;5;2958984;3;medium;M;71820;5785;1;24;
8208;JNE;Road;3;4;2513700;3;low;F;28728;5272;0;32;
8209;Ninja Express;Road;5;5;3547908;2;medium;M;71820;4250;0;32;
8210;JNE;Road;4;3;2183328;4;medium;F;57456;5809;0;10;
8211;SiCepat;Road;4;4;2326968;3;low;F;114912;5394;0;34;
8212;TIKI;Road;3;4;2958984;3;medium;F;71820;5915;0;23;
8213;J&T;Road;3;4;2671704;4;low;F;86184;5540;0;27;
8214;JNE;Road;4;5;2571156;3;low;F;57456;4487;0;33;
8215;Ninja Express;Road;3;5;2470608;3;medium;F;100548;4929;0;4;
8216;JNE;Flight;3;3;2269512;2;medium;M;100548;4865;0;8;
8217;SiCepat;Flight;6;5;2054052;5;high;M;129276;4060;0;5;
8218;TIKI;Flight;5;3;2456244;3;medium;F;100548;4994;0;19;
8219;J&T;Flight;4;2;2513700;3;high;M;57456;4426;0;4;
8220;JNE;Flight;4;5;2484972;3;medium;F;114912;4040;1;7;
8221;Ninja Express;Flight;4;4;3849552;3;medium;M;143640;4531;0;1;
8222;JNE;Flight;4;5;3332448;3;low;F;114912;5923;0;6;
8223;SiCepat;Flight;4;2;2915892;4;medium;F;129276;4217;0;7;
8224;TIKI;Flight;3;4;2010960;3;low;M;43092;5300;0;7;
8225;J&T;Flight;3;4;1982232;3;medium;F;143640;4327;1;18;
8226;JNE;Flight;5;1;3763368;3;medium;M;129276;5146;0;5;
8227;Ninja Express;Flight;4;1;3519180;3;low;F;129276;4024;1;24;
8228;JNE;Flight;3;4;3217536;3;low;F;143640;4806;1;20;
8229;SiCepat;Flight;3;4;2671704;2;low;F;57456;4585;0;21;
8230;TIKI;Flight;4;2;4050648;4;medium;M;71820;5422;1;19;
8231;J&T;Flight;5;1;3820824;3;low;M;114912;4786;1;17;
8232;JNE;Flight;4;2;3677184;4;low;F;100548;5571;0;14;
8233;Ninja Express;Flight;3;3;2226420;3;medium;F;100548;5464;0;34;
8234;JNE;Flight;2;4;2039688;3;high;M;28728;5700;0;16;
8235;SiCepat;Flight;6;3;3289356;8;medium;M;86184;4600;0;26;
8236;TIKI;Flight;4;3;3030804;8;medium;F;86184;5583;0;20;
8237;J&T;Flight;5;1;3792096;6;high;F;57456;5337;0;7;
8238;JNE;Ship;6;1;3116988;4;medium;M;43092;5571;0;12;
8239;Ninja Express;Ship;5;3;2082780;3;low;M;43092;4077;1;31;
8240;JNE;Ship;3;2;2657340;4;low;M;86184;5854;0;6;
8241;SiCepat;Ship;4;4;3174444;10;high;M;86184;5582;1;27;
8242;TIKI;Ship;4;5;2987712;3;low;F;114912;4632;0;22;
8243;J&T;Ship;4;5;3734640;2;medium;M;28728;5368;0;14;
8244;JNE;Ship;4;4;2542428;7;low;F;43092;5646;1;26;
8245;Ninja Express;Ship;4;1;2068416;4;low;F;143640;4175;0;27;
8246;JNE;Ship;3;5;2499336;2;low;F;57456;5692;0;5;
8247;SiCepat;Ship;3;2;3088260;4;high;M;14364;4158;0;21;
8248;TIKI;Ship;4;5;3878280;10;medium;M;129276;5085;1;6;
8249;J&T;Ship;3;4;3002076;2;high;M;143640;4540;0;16;
8250;JNE;Ship;5;1;1479492;5;low;F;143640;5413;1;32;
8251;Ninja Express;Ship;5;1;2642976;3;low;F;143640;4674;1;3;
8252;JNE;Ship;5;3;3246264;2;high;F;86184;5033;0;21;
8253;SiCepat;Ship;5;2;2269512;3;low;M;57456;4324;0;34;
8254;TIKI;Ship;3;2;3935736;2;high;M;28728;5029;0;1;
8255;J&T;Ship;3;4;3519180;3;medium;F;100548;5429;0;19;
8256;JNE;Ship;5;3;3648456;6;low;M;114912;1932;0;12;
8257;Ninja Express;Ship;5;3;3619728;5;low;M;28728;1312;1;2;
8258;JNE;Ship;6;4;3648456;4;low;M;28728;1174;0;20;
8259;SiCepat;Ship;4;3;3777732;5;low;F;143640;1762;0;19;
8260;TIKI;Ship;5;1;3677184;5;low;F;71820;1970;0;29;
8261;J&T;Ship;6;5;3792096;4;medium;F;129276;1922;1;18;
8262;JNE;Ship;4;2;3404268;5;low;M;86184;1734;1;10;
8263;Ninja Express;Ship;4;1;3246264;5;medium;F;28728;1912;0;32;
8264;JNE;Ship;7;1;4151196;4;low;F;57456;1543;1;16;
8265;SiCepat;Ship;7;1;4036284;4;low;F;129276;1235;0;27;
8266;TIKI;Ship;5;5;3705912;5;low;M;86184;1068;1;9;
8267;J&T;Ship;6;4;3777732;4;low;M;43092;1276;0;18;
8268;JNE;Ship;5;3;3519180;5;low;F;14364;1605;0;10;
8269;Ninja Express;Ship;7;3;4251744;4;medium;F;100548;1427;0;14;
8270;JNE;Ship;7;4;4108104;4;low;M;43092;1262;1;6;
8271;SiCepat;Ship;6;3;3619728;2;low;M;86184;1470;1;16;
8272;TIKI;Ship;6;5;4323564;4;low;F;57456;1707;1;25;
8273;J&T;Ship;7;4;4165560;4;low;F;143640;1886;1;16;
8274;JNE;Ship;7;2;3547908;4;medium;F;129276;1096;1;27;
8275;Ninja Express;Ship;3;1;1982232;3;medium;F;28728;4766;1;33;
8276;JNE;Ship;5;4;3763368;3;medium;F;86184;4428;0;16;
8277;SiCepat;Ship;4;2;3519180;3;low;F;71820;5226;0;12;
8278;TIKI;Ship;3;1;3217536;3;low;F;14364;4862;1;15;
8279;J&T;Ship;3;1;2671704;2;low;F;14364;5054;1;19;
8280;JNE;Ship;4;1;4050648;4;medium;M;143640;5065;0;27;
8281;Ninja Express;Ship;5;4;3820824;3;low;M;28728;5260;1;30;
8282;JNE;Ship;4;5;3677184;4;low;F;114912;5244;1;19;
8283;SiCepat;Ship;3;1;2226420;3;medium;F;100548;5709;0;4;
8284;TIKI;Ship;2;5;2039688;3;high;M;143640;5174;0;26;
8285;J&T;Ship;6;5;3289356;8;medium;F;28728;4271;1;7;
8286;JNE;Ship;4;3;3030804;8;medium;F;43092;4550;0;1;
8287;Ninja Express;Ship;5;5;3792096;6;high;M;114912;4644;1;5;
8288;JNE;Ship;6;4;3116988;4;medium;F;57456;4247;1;24;
8289;SiCepat;Ship;5;4;2082780;3;low;M;28728;4492;1;34;
8290;TIKI;Ship;3;5;2657340;4;low;M;129276;5704;0;19;
8291;J&T;Ship;4;5;3174444;10;high;M;129276;4646;0;29;
8292;JNE;Ship;4;2;2987712;3;low;M;114912;4342;0;33;
8293;Ninja Express;Ship;4;4;3734640;2;medium;M;86184;4474;0;12;
8294;JNE;Ship;4;5;2542428;7;low;F;28728;4299;0;3;
8295;SiCepat;Ship;4;1;2068416;4;low;M;114912;4970;0;17;
8296;TIKI;Ship;3;3;2499336;2;low;F;14364;5556;0;9;
8297;J&T;Ship;3;2;3088260;4;high;M;28728;4673;1;29;
8298;JNE;Ship;4;1;3878280;10;medium;F;71820;5494;1;32;
8299;Ninja Express;Ship;3;4;3002076;2;high;F;71820;4363;0;25;
8300;JNE;Ship;5;1;1479492;5;low;M;43092;4966;0;32;
8301;SiCepat;Ship;5;2;2642976;3;low;F;57456;4552;0;29;
8302;TIKI;Ship;5;3;3246264;2;high;F;28728;4219;0;26;
8303;J&T;Ship;5;4;2269512;3;low;F;143640;4670;1;17;
8304;JNE;Ship;3;1;3935736;2;high;M;28728;4352;0;33;
8305;Ninja Express;Ship;3;2;3519180;3;medium;F;100548;4121;0;32;
8306;JNE;Ship;5;4;3648456;6;low;M;57456;1850;1;15;
8307;SiCepat;Ship;5;4;3619728;5;low;M;129276;1133;1;6;
8308;TIKI;Ship;6;2;3648456;4;low;F;129276;1626;0;22;
8309;J&T;Ship;4;1;3777732;5;low;M;43092;1777;0;6;
8310;JNE;Ship;5;5;3677184;5;low;F;143640;1333;1;23;
8311;Ninja Express;Ship;6;3;3792096;4;medium;M;71820;1397;0;19;
8312;JNE;Ship;4;1;3404268;5;low;F;71820;1041;0;15;
8313;SiCepat;Ship;4;1;3246264;5;medium;M;86184;1723;0;30;
8314;TIKI;Ship;7;4;4151196;4;low;M;14364;1657;0;1;
8315;J&T;Ship;7;2;4036284;4;low;F;86184;1118;1;32;
8316;JNE;Ship;5;5;3705912;5;low;F;143640;1719;1;30;
8317;Ninja Express;Ship;6;5;3777732;4;low;M;143640;1669;0;20;
8318;JNE;Ship;5;3;3519180;5;low;F;143640;1112;0;15;
8319;SiCepat;Ship;7;3;4251744;4;medium;F;28728;1304;1;1;
8320;TIKI;Ship;7;3;4108104;4;low;M;28728;1712;1;7;
8321;J&T;Ship;6;5;4294836;4;low;F;14364;1629;1;24;
8322;JNE;Ship;6;4;3634092;4;medium;M;143640;1248;0;30;
8323;Ninja Express;Ship;7;5;3863916;4;medium;F;129276;1835;0;12;
8324;JNE;Ship;5;1;3835188;5;medium;F;43092;1194;1;3;
8325;SiCepat;Ship;5;4;3246264;5;medium;F;57456;1518;0;18;
8326;TIKI;Ship;6;4;3993192;4;low;M;43092;1141;1;19;
8327;J&T;Ship;4;4;3332448;5;medium;M;28728;1386;0;6;
8328;JNE;Ship;6;4;4122468;4;low;F;71820;1972;1;10;
8329;Ninja Express;Ship;4;2;3274992;5;low;M;86184;1718;0;30;
8330;JNE;Ship;5;1;3332448;5;low;M;57456;1776;0;5;
8331;SiCepat;Road;6;5;4424112;4;low;M;114912;1569;1;15;
8332;TIKI;Road;7;5;4122468;4;low;F;114912;1748;0;1;
8333;J&T;Road;6;3;3533544;4;medium;F;114912;1741;0;22;
8334;JNE;Road;4;1;3763368;6;low;M;14364;1627;1;32;
8335;Ninja Express;Road;6;4;3950100;4;low;M;143640;1005;0;12;
8336;JNE;Road;5;4;3389904;5;medium;F;28728;1664;1;3;
8337;SiCepat;Road;5;2;3174444;6;medium;M;28728;1781;1;7;
8338;TIKI;Road;5;4;3892644;5;low;M;57456;1320;0;30;
8339;J&T;Road;4;4;3289356;5;low;M;129276;1361;0;33;
8340;JNE;Road;5;1;4179924;4;low;F;43092;1663;1;24;
8341;Ninja Express;Road;5;5;3749004;6;medium;F;14364;1082;0;26;
8342;JNE;Road;6;4;4093740;4;medium;F;143640;1422;0;7;
8343;SiCepat;Road;6;4;3763368;5;low;M;129276;1369;0;31;
8344;TIKI;Road;4;5;3145716;5;low;M;28728;1260;0;29;
8345;J&T;Road;6;1;4337928;4;low;F;14364;1622;1;1;
8346;JNE;Road;4;4;3863916;5;medium;F;28728;1473;0;31;
8347;Ninja Express;Road;5;4;3734640;5;low;M;143640;1708;1;21;
8348;JNE;Road;7;2;4266108;4;low;F;100548;1383;1;18;
8349;SiCepat;Road;6;1;3993192;4;medium;M;86184;1576;0;30;
8350;TIKI;Road;5;3;3806460;5;low;F;43092;1005;1;29;
8351;J&T;Road;6;2;4108104;4;low;F;71820;1248;1;10;
8352;JNE;Road;6;2;3562272;4;low;F;143640;1563;1;11;
8353;Ninja Express;Flight;6;5;4337928;4;low;F;100548;1592;0;22;
8354;JNE;Flight;6;1;3907008;4;low;F;28728;1018;0;27;
8355;SiCepat;Flight;6;4;4007556;4;low;F;143640;1462;1;30;
8356;TIKI;Flight;4;2;3662820;5;medium;M;28728;1255;0;28;
8357;J&T;Flight;5;4;3519180;5;medium;F;57456;1771;1;2;
8358;JNE;Flight;4;5;3547908;5;medium;M;86184;1737;0;2;
8359;Ninja Express;Flight;6;4;3950100;4;medium;F;71820;1989;0;16;
8360;JNE;Flight;6;3;3662820;4;medium;F;114912;1805;0;5;
8361;SiCepat;Flight;6;2;3490452;4;high;M;28728;1665;1;20;
8362;TIKI;Flight;4;1;3361176;6;low;M;100548;1711;0;25;
8363;J&T;Flight;5;2;3964464;6;medium;F;86184;1043;0;18;
8364;JNE;Flight;5;1;3274992;5;low;F;100548;1818;0;20;
8365;Ninja Express;Flight;5;5;3332448;6;low;M;28728;1550;1;31;
8366;JNE;Flight;5;1;3562272;4;low;F;86184;1944;1;10;
8367;SiCepat;Flight;5;4;1953504;4;low;M;129276;5469;0;24;
8368;TIKI;Flight;4;3;3447360;3;low;F;114912;4423;0;14;
8369;J&T;Flight;4;4;2111508;3;medium;M;129276;4534;1;10;
8370;JNE;Flight;4;1;3188808;2;low;F;143640;4714;1;20;
8371;Ninja Express;Flight;3;3;2341332;3;medium;M;71820;5362;0;10;
8372;JNE;Flight;5;4;3648456;3;low;F;57456;5611;1;28;
8373;SiCepat;Flight;4;2;3533544;3;medium;M;14364;5113;0;29;
8374;TIKI;Flight;2;1;2413152;4;low;M;86184;4800;0;5;
8375;J&T;Ship;4;1;2082780;3;medium;M;114912;4915;0;26;
8376;JNE;Ship;5;2;3217536;2;medium;M;114912;4047;1;18;
8377;Ninja Express;Ship;4;5;3562272;4;low;F;28728;4427;0;32;
8378;JNE;Ship;3;3;3045168;2;low;M;28728;5125;0;27;
8379;SiCepat;Ship;5;5;3849552;3;low;F;114912;5480;0;19;
8380;TIKI;Ship;4;1;2872800;3;medium;F;71820;4120;1;5;
8381;J&T;Ship;5;2;3533544;3;low;F;129276;5795;0;27;
8382;JNE;Ship;4;3;2039688;3;medium;M;14364;4900;0;6;
8383;Ninja Express;Ship;4;3;2484972;4;low;M;129276;5672;0;20;
8384;JNE;Ship;5;3;2240784;4;medium;F;114912;5868;0;9;
8385;SiCepat;Ship;3;1;3203172;2;low;M;114912;5719;1;23;
8386;TIKI;Ship;4;5;3318084;3;low;F;57456;5174;1;4;
8387;J&T;Ship;2;4;3792096;3;low;F;14364;5437;1;5;
8388;JNE;Ship;4;4;2513700;5;low;M;143640;4498;1;27;
8389;Ninja Express;Ship;2;4;2140236;5;medium;F;100548;5541;0;3;
8390;JNE;Ship;3;1;3246264;2;low;M;100548;4703;0;33;
8391;SiCepat;Ship;3;1;1910412;3;medium;F;71820;4538;0;28;
8392;TIKI;Ship;5;2;2729160;2;low;M;14364;5005;0;10;
8393;J&T;Ship;3;5;3418632;2;high;M;71820;4052;0;15;
8394;JNE;Ship;6;4;2183328;3;low;M;143640;4376;1;15;
8395;Ninja Express;Ship;3;4;3576636;3;high;F;143640;5629;1;4;
8396;JNE;Ship;4;3;2599884;2;low;F;57456;5622;1;30;
8397;SiCepat;Ship;3;3;3432996;2;medium;F;28728;5625;0;10;
8398;TIKI;Ship;3;1;2398788;3;medium;M;143640;4341;1;19;
8399;J&T;Ship;3;5;3533544;3;medium;M;14364;5650;1;30;
8400;JNE;Ship;5;1;1996596;3;medium;F;14364;5953;1;24;
8401;Ninja Express;Ship;5;1;2154600;4;low;F;14364;5098;0;2;
8402;JNE;Ship;3;3;2168964;3;medium;F;14364;5297;0;34;
8403;SiCepat;Ship;4;1;2671704;3;low;F;86184;4758;0;2;
8404;TIKI;Ship;3;4;3591000;3;low;M;86184;5565;0;13;
8405;J&T;Ship;4;1;2326968;3;medium;M;86184;4343;1;29;
8406;JNE;Ship;5;3;1939140;3;medium;F;71820;4484;0;14;
8407;Ninja Express;Ship;3;1;3418632;2;medium;M;71820;4355;1;18;
8408;JNE;Ship;6;5;2398788;2;low;M;143640;4013;1;28;
8409;SiCepat;Ship;4;1;3863916;5;medium;M;43092;4534;1;21;
8410;TIKI;Ship;4;2;2686068;2;medium;M;100548;4470;1;2;
8411;J&T;Ship;3;3;3461724;2;high;M;28728;4836;1;32;
8412;JNE;Ship;3;2;2413152;3;medium;M;143640;4979;1;34;
8413;Ninja Express;Ship;4;4;3921372;2;low;M;14364;5759;1;14;
8414;JNE;Ship;4;3;3691548;3;low;M;114912;4447;1;22;
8415;SiCepat;Ship;5;1;2944620;2;low;F;43092;5682;1;21;
8416;TIKI;Ship;4;1;3734640;5;low;M;14364;5559;1;6;
8417;J&T;Ship;2;1;2973348;3;medium;F;143640;5394;0;23;
8418;JNE;Ship;3;1;2901528;2;medium;M;100548;4598;0;32;
8419;Ninja Express;Ship;5;1;3217536;3;low;M;100548;5870;1;8;
8420;JNE;Ship;5;1;2772252;2;low;M;114912;5184;0;16;
8421;SiCepat;Ship;5;3;2858436;3;low;F;43092;4885;1;14;
8422;TIKI;Ship;4;3;2686068;4;low;M;129276;5699;1;26;
8423;J&T;Ship;5;2;2987712;3;low;M;86184;4744;1;16;
8424;JNE;Ship;3;5;3274992;2;medium;F;43092;5208;0;29;
8425;Ninja Express;Ship;3;3;2298240;4;medium;F;100548;5147;0;3;
8426;JNE;Ship;3;1;2800980;3;medium;F;43092;5961;0;6;
8427;SiCepat;Ship;3;4;3447360;2;medium;F;28728;5661;0;26;
8428;TIKI;Ship;2;2;3892644;4;medium;M;129276;4066;0;34;
8429;J&T;Ship;4;1;3389904;3;low;F;114912;4114;0;9;
8430;JNE;Ship;3;2;2858436;4;medium;F;14364;5660;0;13;
8431;Ninja Express;Ship;3;1;3533544;2;low;F;129276;4947;0;30;
8432;JNE;Ship;3;1;3591000;4;low;F;114912;4028;1;7;
8433;SiCepat;Ship;4;1;2700432;2;low;M;143640;5085;1;32;
8434;TIKI;Ship;3;2;3677184;3;low;M;14364;4932;0;22;
8435;J&T;Ship;3;5;2111508;3;medium;M;114912;5272;1;21;
8436;JNE;Ship;3;3;3361176;3;low;F;86184;5652;0;17;
8437;Ninja Express;Ship;3;1;3547908;4;low;F;114912;5376;1;10;
8438;JNE;Ship;5;1;3835188;4;low;M;71820;5792;0;27;
8439;SiCepat;Ship;6;5;3533544;5;high;F;43092;4660;1;15;
8440;TIKI;Ship;4;1;4079376;4;low;F;57456;4795;1;6;
8441;J&T;Ship;3;3;2039688;6;medium;F;28728;5748;1;25;
8442;JNE;Ship;3;1;1896048;2;medium;M;28728;4129;0;30;
8443;Ninja Express;Ship;3;5;3619728;2;high;M;57456;4098;1;16;
8444;JNE;Ship;4;1;3490452;3;high;F;71820;5989;0;13;
8445;SiCepat;Ship;6;4;4036284;3;low;F;100548;5180;0;12;
8446;TIKI;Ship;3;5;2039688;2;low;M;86184;5974;1;17;
8447;J&T;Ship;3;1;3002076;2;low;F;28728;4855;0;6;
8448;JNE;Ship;3;3;2255148;4;medium;F;100548;4487;1;33;
8449;Ninja Express;Ship;5;1;3835188;3;low;M;100548;5789;1;19;
8450;JNE;Ship;5;5;2542428;5;low;F;14364;4379;1;30;
8451;SiCepat;Ship;4;3;3073896;2;medium;F;86184;4345;0;14;
8452;TIKI;Ship;4;3;3547908;3;low;F;57456;4962;1;31;
8453;J&T;Ship;3;1;3849552;4;low;M;143640;5226;1;12;
8454;JNE;Ship;5;3;3476088;3;medium;F;86184;5013;1;17;
8455;Ninja Express;Ship;2;4;2528064;3;low;M;14364;4509;0;9;
8456;JNE;Ship;5;5;3318084;3;medium;F;143640;5361;0;23;
8457;SiCepat;Ship;3;5;1781136;2;medium;M;14364;5709;1;20;
8458;TIKI;Ship;3;2;2571156;3;low;M;57456;4102;1;25;
8459;J&T;Ship;4;3;2973348;3;low;F;100548;4220;1;7;
8460;JNE;Ship;4;2;1838592;3;medium;M;100548;5675;1;13;
8461;Ninja Express;Ship;3;5;2398788;2;medium;F;114912;5083;0;29;
8462;JNE;Ship;3;2;3490452;4;medium;M;71820;4670;1;21;
8463;SiCepat;Ship;4;5;3619728;4;low;F;86184;4983;0;31;
8464;TIKI;Ship;4;1;2901528;2;medium;M;143640;5428;1;22;
8465;J&T;Ship;4;3;3461724;2;medium;M;43092;4636;1;6;
8466;JNE;Ship;4;5;2614248;2;medium;F;143640;5098;1;28;
8467;Ninja Express;Ship;2;2;2240784;3;low;F;71820;5628;1;16;
8468;JNE;Road;4;4;3820824;3;low;F;86184;5758;1;17;
8469;SiCepat;Road;4;1;3274992;3;low;F;129276;4678;0;21;
8470;TIKI;Road;4;5;3016440;4;low;M;43092;5432;1;28;
8471;J&T;Road;3;5;1939140;2;medium;M;100548;5331;0;33;
8472;JNE;Road;4;5;3562272;2;medium;M;57456;4789;1;21;
8473;Ninja Express;Road;3;3;3260628;3;medium;M;43092;5644;0;5;
8474;JNE;Road;3;2;3691548;3;medium;M;28728;5486;1;29;
8475;SiCepat;Road;4;5;2858436;3;low;M;28728;4462;0;27;
8476;TIKI;Road;4;3;3332448;2;low;M;14364;5398;0;16;
8477;J&T;Road;5;1;3705912;6;low;F;100548;4344;0;30;
8478;JNE;Road;5;1;3849552;3;medium;F;71820;5663;0;8;
8479;Ninja Express;Road;3;4;3734640;5;low;M;28728;4461;0;23;
8480;JNE;Road;4;2;2729160;2;medium;F;14364;4020;1;25;
8481;SiCepat;Road;5;5;2528064;3;medium;F;114912;5335;1;12;
8482;TIKI;Road;3;2;3260628;2;low;M;143640;5401;0;3;
8483;J&T;Road;6;4;2154600;5;medium;F;114912;4709;0;20;
8484;JNE;Road;3;2;2298240;2;high;M;57456;4376;0;1;
8485;Ninja Express;Road;6;3;1623132;2;medium;F;57456;5130;1;12;
8486;JNE;Road;5;1;2082780;3;low;F;71820;5019;0;17;
8487;SiCepat;Road;4;4;2958984;3;low;M;28728;5572;1;5;
8488;TIKI;Road;3;1;2973348;3;low;F;71820;4643;1;25;
8489;J&T;Road;3;3;1910412;2;medium;M;114912;4241;0;17;
8490;JNE;Flight;3;5;3749004;3;low;F;143640;4224;1;3;
8491;Ninja Express;Flight;4;1;2786616;2;medium;F;14364;4198;0;6;
8492;JNE;Flight;3;1;3504816;3;medium;M;86184;4062;1;20;
8493;SiCepat;Flight;4;5;2154600;3;low;M;71820;4512;0;18;
8494;TIKI;Flight;3;1;3835188;2;low;M;100548;4486;1;5;
8495;J&T;Flight;3;2;3605364;2;medium;F;57456;4074;0;18;
8496;JNE;Flight;4;2;2657340;3;low;M;114912;4322;1;25;
8497;Ninja Express;Flight;2;1;1608768;5;low;F;14364;4543;0;15;
8498;JNE;Flight;3;2;3792096;4;medium;M;14364;4877;0;5;
8499;SiCepat;Flight;5;4;3935736;3;low;M;14364;5017;1;14;
8500;TIKI;Flight;4;5;3361176;3;medium;F;143640;4204;1;30;
8501;J&T;Flight;3;1;2255148;2;medium;M;100548;5560;0;3;
8502;JNE;Flight;6;1;3547908;6;medium;F;86184;4691;0;25;
8503;Ninja Express;Flight;5;1;2571156;2;high;M;114912;5301;1;21;
8504;JNE;Flight;3;1;2901528;2;medium;F;143640;4412;1;27;
8505;SiCepat;Flight;4;2;2125872;2;medium;M;43092;4651;0;29;
8506;TIKI;Flight;5;1;2628612;6;medium;F;28728;5082;0;33;
8507;J&T;Flight;3;2;3289356;3;medium;M;129276;4491;1;11;
8508;JNE;Flight;3;4;2815344;4;low;M;71820;4749;1;12;
8509;Ninja Express;Flight;3;3;3792096;3;low;F;86184;5482;1;20;
8510;JNE;Flight;3;2;3346812;4;medium;M;14364;5886;0;2;
8511;SiCepat;Flight;3;1;2384424;2;low;F;100548;4375;0;34;
8512;TIKI;Ship;5;3;2657340;2;low;M;28728;5420;0;23;
8513;J&T;Ship;3;5;2642976;3;low;F;28728;4357;1;32;
8514;JNE;Ship;6;3;1407672;6;low;M;129276;4787;1;8;
8515;Ninja Express;Ship;3;2;2542428;2;high;F;100548;4764;1;5;
8516;JNE;Ship;3;5;2772252;2;low;F;143640;5776;0;32;
8517;SiCepat;Ship;3;3;2370060;2;medium;M;14364;4768;0;30;
8518;TIKI;Ship;4;4;2628612;4;low;F;86184;4562;1;32;
8519;J&T;Ship;4;4;2312604;3;low;M;28728;5257;0;25;
8520;JNE;Ship;2;1;3418632;2;low;F;57456;4992;0;11;
8521;Ninja Express;Ship;3;5;2743524;4;low;M;57456;4008;1;25;
8522;JNE;Ship;3;2;2370060;3;low;M;86184;5642;0;3;
8523;SiCepat;Ship;3;5;3346812;2;medium;M;14364;4913;0;27;
8524;TIKI;Ship;4;1;3361176;2;medium;M;57456;5066;1;24;
8525;J&T;Ship;4;1;3619728;3;medium;M;57456;5540;0;1;
8526;JNE;Ship;3;1;2226420;3;low;F;129276;5539;0;34;
8527;Ninja Express;Ship;3;5;3863916;8;medium;M;114912;4462;0;3;
8528;JNE;Ship;4;5;3217536;2;low;M;114912;5871;0;9;
8529;SiCepat;Ship;5;3;3303720;3;medium;F;100548;4844;0;3;
8530;TIKI;Ship;4;5;3634092;3;low;F;129276;4205;0;16;
8531;J&T;Ship;5;2;2599884;3;low;M;57456;4323;0;11;
8532;JNE;Ship;4;2;3346812;4;high;F;14364;4316;0;25;
8533;Ninja Express;Ship;4;1;3490452;5;medium;F;14364;4624;1;8;
8534;JNE;Ship;5;4;3892644;2;medium;F;86184;4801;1;20;
8535;SiCepat;Ship;4;3;1924776;4;low;F;71820;4507;1;34;
8536;TIKI;Ship;3;5;2212056;10;high;F;143640;5282;1;17;
8537;J&T;Ship;6;1;3188808;8;low;M;28728;4914;0;9;
8538;JNE;Ship;3;4;3605364;10;medium;F;28728;4336;1;14;
8539;Ninja Express;Ship;4;3;3432996;3;low;M;143640;4020;0;7;
8540;JNE;Ship;5;4;3030804;3;low;M;129276;4908;0;7;
8541;SiCepat;Ship;3;4;2800980;10;low;M;71820;5950;1;22;
8542;TIKI;Ship;4;4;3217536;10;medium;F;129276;4149;0;14;
8543;J&T;Ship;4;5;2068416;8;medium;F;28728;4956;1;32;
8544;JNE;Ship;4;2;2398788;4;high;M;71820;5250;0;21;
8545;Ninja Express;Ship;3;1;2700432;4;medium;F;114912;5884;1;13;
8546;JNE;Ship;2;4;3519180;2;medium;F;43092;5850;1;10;
8547;SiCepat;Ship;2;5;3045168;2;high;F;43092;4389;0;7;
8548;TIKI;Ship;3;3;3447360;3;low;F;71820;4888;1;21;
8549;J&T;Ship;5;2;3246264;5;medium;M;71820;1323;0;29;
8550;JNE;Ship;6;5;3993192;4;low;M;28728;1167;1;30;
8551;Ninja Express;Ship;4;2;3332448;5;medium;F;57456;1783;0;28;
8552;JNE;Ship;6;3;4122468;4;low;M;43092;1824;0;5;
8553;SiCepat;Ship;4;4;3274992;5;low;F;14364;1788;1;18;
8554;TIKI;Ship;5;4;3332448;5;low;M;143640;1512;0;7;
8555;J&T;Ship;6;5;4424112;4;low;M;114912;1164;1;29;
8556;JNE;Ship;7;4;4122468;4;low;M;129276;1667;1;16;
8557;Ninja Express;Ship;6;4;3533544;4;medium;M;43092;1852;0;11;
8558;JNE;Ship;4;5;3763368;6;low;M;143640;1156;0;7;
8559;SiCepat;Ship;6;1;3950100;4;low;M;100548;1767;0;4;
8560;TIKI;Ship;5;1;3389904;5;medium;F;43092;1699;0;25;
8561;J&T;Ship;5;4;3174444;6;medium;M;86184;1488;1;20;
8562;JNE;Ship;5;1;3892644;5;low;F;71820;1869;1;25;
8563;Ninja Express;Ship;4;4;3289356;5;low;M;100548;1049;1;13;
8564;JNE;Ship;3;2;2542428;2;high;M;129276;4648;0;27;
8565;SiCepat;Ship;3;2;2772252;2;low;M;43092;4799;1;28;
8566;TIKI;Ship;3;4;2370060;2;medium;M;14364;5745;0;30;
8567;J&T;Ship;4;5;2628612;4;low;M;43092;5881;0;20;
8568;JNE;Ship;4;2;2312604;3;low;F;114912;4382;0;28;
8569;Ninja Express;Ship;2;5;3418632;2;low;F;86184;5325;1;5;
8570;JNE;Ship;3;5;2743524;4;low;M;28728;5177;1;31;
8571;SiCepat;Ship;3;1;2370060;3;low;M;143640;5823;0;23;
8572;TIKI;Ship;3;5;3346812;2;medium;F;28728;4193;0;12;
8573;J&T;Ship;4;4;3361176;2;medium;F;114912;5744;0;15;
8574;JNE;Ship;4;3;3619728;3;medium;F;143640;5802;1;33;
